dataset,robot_type,perspective,src_img,tgt_img,action
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_21/frame_007282.png,G1edu-u3_pick_cup_a/images/ep_21/frame_007292.png,G1edu-u3_pick_cup_a/actions/ep_21/action_007282to007291.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_8/frame_002284.png,G1edu-u3_little_tray_storage_apple_b/images/ep_8/frame_002294.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_8/action_002284to002293.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_21/frame_004882.png,G1edu-u3_put_the_cup_b/images/ep_21/frame_004892.png,G1edu-u3_put_the_cup_b/actions/ep_21/action_004882to004891.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_16/frame_003515.png,G1edu-u3_put_the_cup_b/images/ep_16/frame_003525.png,G1edu-u3_put_the_cup_b/actions/ep_16/action_003515to003524.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_46/frame_007240.png,AIRBOT_MMK2_close_the_computer/images/ep_46/frame_007250.png,AIRBOT_MMK2_close_the_computer/actions/ep_46/action_007240to007249.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_0/frame_000090.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_0/frame_000100.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_0/action_000090to000099.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_34/frame_005495.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_34/frame_005505.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_34/action_005495to005504.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_26/frame_004049.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_26/frame_004059.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_26/action_004049to004058.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_19/frame_004030.png,R1_Lite_move_the_position_of_the_cookie/images/ep_19/frame_004040.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_19/action_004030to004039.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_37/frame_004808.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_37/frame_004818.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_37/action_004808to004817.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_13/frame_002578.png,G1edu-u3_place_plastic_bowl_ag/images/ep_13/frame_002588.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_13/action_002578to002587.npy
AIRBOT_MMK2_storage_tissue_paper,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_storage_tissue_paper/images/ep_22/frame_003340.png,AIRBOT_MMK2_storage_tissue_paper/images/ep_22/frame_003350.png,AIRBOT_MMK2_storage_tissue_paper/actions/ep_22/action_003340to003349.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_18/frame_003448.png,G1edu-u3_place_plastic_bowl_ag/images/ep_18/frame_003458.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_18/action_003448to003457.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_4/frame_000871.png,Cobot_Magic_turn_on_the_bulb/images/ep_4/frame_000881.png,Cobot_Magic_turn_on_the_bulb/actions/ep_4/action_000871to000880.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_15/frame_004384.png,R1_Lite_move_the_position_of_the_spoon/images/ep_15/frame_004394.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_15/action_004384to004393.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_7/frame_001706.png,G1edu-u3_place_apple_c/images/ep_7/frame_001716.png,G1edu-u3_place_apple_c/actions/ep_7/action_001706to001715.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_28/frame_004333.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_28/frame_004343.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_28/action_004333to004342.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_9/frame_001645.png,G1edu-u3_place_metal_bowl_af/images/ep_9/frame_001655.png,G1edu-u3_place_metal_bowl_af/actions/ep_9/action_001645to001654.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_15/frame_002454.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_15/frame_002464.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_15/action_002454to002463.npy
AIRBOT_MMK2_cake_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_cake_storage/images/ep_19/frame_002023.png,AIRBOT_MMK2_cake_storage/images/ep_19/frame_002033.png,AIRBOT_MMK2_cake_storage/actions/ep_19/action_002023to002032.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_3/frame_000540.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_3/frame_000550.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_3/action_000540to000549.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_16/frame_003125.png,G1edu-u3_put_the_bread_aw/images/ep_16/frame_003135.png,G1edu-u3_put_the_bread_aw/actions/ep_16/action_003125to003134.npy
G1edu-u3_put_the_lemon_on_the_plate_ah,,1st,G1edu-u3_put_the_lemon_on_the_plate_ah/images/ep_0/frame_000070.png,G1edu-u3_put_the_lemon_on_the_plate_ah/images/ep_0/frame_000080.png,G1edu-u3_put_the_lemon_on_the_plate_ah/actions/ep_0/action_000070to000079.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_8/frame_002000.png,G1edu-u3_place_apple_c/images/ep_8/frame_002010.png,G1edu-u3_place_apple_c/actions/ep_8/action_002000to002009.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_24/frame_004069.png,G1edu-u3_place_metal_bowl_af/images/ep_24/frame_004079.png,G1edu-u3_place_metal_bowl_af/actions/ep_24/action_004069to004078.npy
G1edu-u3_pick_up_the_toy_ai,,1st,G1edu-u3_pick_up_the_toy_ai/images/ep_1/frame_000526.png,G1edu-u3_pick_up_the_toy_ai/images/ep_1/frame_000536.png,G1edu-u3_pick_up_the_toy_ai/actions/ep_1/action_000526to000535.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_5/frame_000867.png,G1edu-u3_put_the_lemon_af/images/ep_5/frame_000877.png,G1edu-u3_put_the_lemon_af/actions/ep_5/action_000867to000876.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_14/frame_004651.png,G1edu-u3_pick_cup_a/images/ep_14/frame_004661.png,G1edu-u3_pick_cup_a/actions/ep_14/action_004651to004660.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_7/frame_001641.png,leju_robot_hotel_services_ah/images/ep_7/frame_001651.png,leju_robot_hotel_services_ah/actions/ep_7/action_001641to001650.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_9/frame_001956.png,G1edu-u3_place_plastic_bowl_ag/images/ep_9/frame_001966.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_9/action_001956to001965.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_11/frame_002004.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_11/frame_002014.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_11/action_002004to002013.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_0/frame_000300.png,G1edu-u3_put_the_water_bottle_aq/images/ep_0/frame_000310.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_0/action_000300to000309.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_18/frame_005326.png,R1_Lite_move_the_position_of_the_spoon/images/ep_18/frame_005336.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_18/action_005326to005335.npy
G1edu-u3_pick_crumpled_paper_aa,,1st,G1edu-u3_pick_crumpled_paper_aa/images/ep_5/frame_001858.png,G1edu-u3_pick_crumpled_paper_aa/images/ep_5/frame_001868.png,G1edu-u3_pick_crumpled_paper_aa/actions/ep_5/action_001858to001867.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_38/frame_007050.png,leju_robot_hotel_services_ah/images/ep_38/frame_007060.png,leju_robot_hotel_services_ah/actions/ep_38/action_007050to007059.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_14/frame_003003.png,G1edu-u3_put_the_cup_b/images/ep_14/frame_003013.png,G1edu-u3_put_the_cup_b/actions/ep_14/action_003003to003012.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_36/frame_006776.png,leju_robot_hotel_services_ah/images/ep_36/frame_006786.png,leju_robot_hotel_services_ah/actions/ep_36/action_006776to006785.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_4/frame_001163.png,G1edu-u3_place_apple_c/images/ep_4/frame_001173.png,G1edu-u3_place_apple_c/actions/ep_4/action_001163to001172.npy
AIRBOT_MMK2_cake_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_cake_storage/images/ep_19/frame_002043.png,AIRBOT_MMK2_cake_storage/images/ep_19/frame_002053.png,AIRBOT_MMK2_cake_storage/actions/ep_19/action_002043to002052.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_10/frame_002757.png,R1_Lite_move_the_position_of_the_spoon/images/ep_10/frame_002767.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_10/action_002757to002766.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_32/frame_005790.png,leju_robot_hotel_services_ah/images/ep_32/frame_005800.png,leju_robot_hotel_services_ah/actions/ep_32/action_005790to005799.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_16/frame_004726.png,G1edu-u3_put_the_water_bottle_aq/images/ep_16/frame_004736.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_16/action_004726to004735.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_25/frame_003363.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_25/frame_003373.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_25/action_003363to003372.npy
AIRBOT_MMK2_desktop_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_desktop_storage/images/ep_8/frame_002146.png,AIRBOT_MMK2_desktop_storage/images/ep_8/frame_002156.png,AIRBOT_MMK2_desktop_storage/actions/ep_8/action_002146to002155.npy
G1edu-u3_little_tray_storage_lemon_b,,1st,G1edu-u3_little_tray_storage_lemon_b/images/ep_3/frame_000774.png,G1edu-u3_little_tray_storage_lemon_b/images/ep_3/frame_000784.png,G1edu-u3_little_tray_storage_lemon_b/actions/ep_3/action_000774to000783.npy
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_2/frame_000538.png,G1edu-u3_pick_empty_bottle_ab/images/ep_2/frame_000548.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_2/action_000538to000547.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_22/frame_003938.png,G1edu-u3_place_plastic_bowl_ah/images/ep_22/frame_003948.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_22/action_003938to003947.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_4/frame_000644.png,G1edu-u3_place_plastic_bowl_ah/images/ep_4/frame_000654.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_4/action_000644to000653.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_3/frame_000520.png,G1edu-u3_put_the_bread_aw/images/ep_3/frame_000530.png,G1edu-u3_put_the_bread_aw/actions/ep_3/action_000520to000529.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_0/frame_000140.png,G1edu-u3_put_the_cup_b/images/ep_0/frame_000150.png,G1edu-u3_put_the_cup_b/actions/ep_0/action_000140to000149.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_4/frame_000821.png,Cobot_Magic_turn_on_the_bulb/images/ep_4/frame_000831.png,Cobot_Magic_turn_on_the_bulb/actions/ep_4/action_000821to000830.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_8/frame_001374.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_8/frame_001384.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_8/action_001374to001383.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_6/frame_001150.png,G1edu-u3_put_the_lemon_af/images/ep_6/frame_001160.png,G1edu-u3_put_the_lemon_af/actions/ep_6/action_001150to001159.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_7/frame_001987.png,R1_Lite_move_the_position_of_the_spoon/images/ep_7/frame_001997.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_7/action_001987to001996.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_36/frame_007621.png,G1edu-u3_place_metal_bowl_ae/images/ep_36/frame_007631.png,G1edu-u3_place_metal_bowl_ae/actions/ep_36/action_007621to007630.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_22/frame_003547.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_22/frame_003557.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_22/action_003547to003556.npy
AIRBOT_MMK2_mobile_car,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_mobile_car/images/ep_40/frame_005461.png,AIRBOT_MMK2_mobile_car/images/ep_40/frame_005471.png,AIRBOT_MMK2_mobile_car/actions/ep_40/action_005461to005470.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_48/frame_007785.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_48/frame_007795.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_48/action_007785to007794.npy
G1edu-u3_put_the_lemon_on_the_plate_ah,,1st,G1edu-u3_put_the_lemon_on_the_plate_ah/images/ep_7/frame_001737.png,G1edu-u3_put_the_lemon_on_the_plate_ah/images/ep_7/frame_001747.png,G1edu-u3_put_the_lemon_on_the_plate_ah/actions/ep_7/action_001737to001746.npy
G1edu-u3_tray_storage_lemon_a,,1st,G1edu-u3_tray_storage_lemon_a/images/ep_7/frame_001352.png,G1edu-u3_tray_storage_lemon_a/images/ep_7/frame_001362.png,G1edu-u3_tray_storage_lemon_a/actions/ep_7/action_001352to001361.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_6/frame_001294.png,Cobot_Magic_turn_on_the_bulb/images/ep_6/frame_001304.png,Cobot_Magic_turn_on_the_bulb/actions/ep_6/action_001294to001303.npy
G1edu-u3_place_bottle_c,,1st,G1edu-u3_place_bottle_c/images/ep_24/frame_006196.png,G1edu-u3_place_bottle_c/images/ep_24/frame_006206.png,G1edu-u3_place_bottle_c/actions/ep_24/action_006196to006205.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_1/frame_000399.png,G1edu-u3_put_the_water_bottle_aq/images/ep_1/frame_000409.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_1/action_000399to000408.npy
G1edu-u3_pick_up_the_toy_ai,,1st,G1edu-u3_pick_up_the_toy_ai/images/ep_3/frame_001172.png,G1edu-u3_pick_up_the_toy_ai/images/ep_3/frame_001182.png,G1edu-u3_pick_up_the_toy_ai/actions/ep_3/action_001172to001181.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_21/frame_003426.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_21/frame_003436.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_21/action_003426to003435.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_29/frame_005709.png,G1edu-u3_place_plastic_bowl_ag/images/ep_29/frame_005719.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_29/action_005709to005718.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_9/frame_001654.png,G1edu-u3_put_the_bread_aw/images/ep_9/frame_001664.png,G1edu-u3_put_the_bread_aw/actions/ep_9/action_001654to001663.npy
G1edu-u3_pick_leftover_food_ac,,1st,G1edu-u3_pick_leftover_food_ac/images/ep_12/frame_004154.png,G1edu-u3_pick_leftover_food_ac/images/ep_12/frame_004164.png,G1edu-u3_pick_leftover_food_ac/actions/ep_12/action_004154to004163.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_9/frame_002140.png,R1_Lite_move_the_position_of_the_cookie/images/ep_9/frame_002150.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_9/action_002140to002149.npy
AIRBOT_MMK2_desktop_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_desktop_storage/images/ep_0/frame_000100.png,AIRBOT_MMK2_desktop_storage/images/ep_0/frame_000110.png,AIRBOT_MMK2_desktop_storage/actions/ep_0/action_000100to000109.npy
G1edu-u3_place_metal_bowl_ae,,1st,G1edu-u3_place_metal_bowl_ae/images/ep_20/frame_004554.png,G1edu-u3_place_metal_bowl_ae/images/ep_20/frame_004564.png,G1edu-u3_place_metal_bowl_ae/actions/ep_20/action_004554to004563.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_17/frame_002394.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_17/frame_002404.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_17/action_002394to002403.npy
AIRBOT_MMK2_place_the_umbrella_and_the_ruler,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_33/frame_005737.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_33/frame_005747.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/actions/ep_33/action_005737to005746.npy
AIRBOT_MMK2_place_the_umbrella_and_the_ruler,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_3/frame_000650.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_3/frame_000660.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/actions/ep_3/action_000650to000659.npy
R1_Lite_move_the_position_of_the_apple,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_apple/images/ep_5/frame_000917.png,R1_Lite_move_the_position_of_the_apple/images/ep_5/frame_000927.png,R1_Lite_move_the_position_of_the_apple/actions/ep_5/action_000917to000926.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_28/frame_004824.png,leju_robot_hotel_services_ah/images/ep_28/frame_004834.png,leju_robot_hotel_services_ah/actions/ep_28/action_004824to004833.npy
AIRBOT_MMK2_place_the_umbrella_and_the_ruler,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_31/frame_005444.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/images/ep_31/frame_005454.png,AIRBOT_MMK2_place_the_umbrella_and_the_ruler/actions/ep_31/action_005444to005453.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_3/frame_000820.png,G1edu-u3_put_the_cup_b/images/ep_3/frame_000830.png,G1edu-u3_put_the_cup_b/actions/ep_3/action_000820to000829.npy
AIRBOT_MMK2_square_arrangement,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_square_arrangement/images/ep_6/frame_001068.png,AIRBOT_MMK2_square_arrangement/images/ep_6/frame_001078.png,AIRBOT_MMK2_square_arrangement/actions/ep_6/action_001068to001077.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_43/frame_006732.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_43/frame_006742.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_43/action_006732to006741.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_22/frame_004244.png,G1edu-u3_place_plastic_bowl_ag/images/ep_22/frame_004254.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_22/action_004244to004253.npy
AIRBOT_MMK2_desktop_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_desktop_storage/images/ep_11/frame_003428.png,AIRBOT_MMK2_desktop_storage/images/ep_11/frame_003438.png,AIRBOT_MMK2_desktop_storage/actions/ep_11/action_003428to003437.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_12/frame_002102.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_12/frame_002112.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_12/action_002102to002111.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_8/frame_002394.png,G1edu-u3_little_tray_storage_apple_b/images/ep_8/frame_002404.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_8/action_002394to002403.npy
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_3/frame_000952.png,G1edu-u3_put_the_toy_ap/images/ep_3/frame_000962.png,G1edu-u3_put_the_toy_ap/actions/ep_3/action_000952to000961.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_19/frame_002584.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_19/frame_002594.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_19/action_002584to002593.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_17/frame_003809.png,G1edu-u3_put_the_cup_b/images/ep_17/frame_003819.png,G1edu-u3_put_the_cup_b/actions/ep_17/action_003809to003818.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_14/frame_002943.png,G1edu-u3_put_the_cup_b/images/ep_14/frame_002953.png,G1edu-u3_put_the_cup_b/actions/ep_14/action_002943to002952.npy
G1edu-u3_pick_leftover_food_ac,,1st,G1edu-u3_pick_leftover_food_ac/images/ep_7/frame_002525.png,G1edu-u3_pick_leftover_food_ac/images/ep_7/frame_002535.png,G1edu-u3_pick_leftover_food_ac/actions/ep_7/action_002525to002534.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_8/frame_002791.png,G1edu-u3_pick_cup_a/images/ep_8/frame_002801.png,G1edu-u3_pick_cup_a/actions/ep_8/action_002791to002800.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_3/frame_000674.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_3/frame_000684.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_3/action_000674to000683.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_7/frame_002207.png,G1edu-u3_put_the_water_bottle_aq/images/ep_7/frame_002217.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_7/action_002207to002216.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_9/frame_001955.png,leju_robot_hotel_services_ah/images/ep_9/frame_001965.png,leju_robot_hotel_services_ah/actions/ep_9/action_001955to001964.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_23/frame_004736.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_23/frame_004746.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_23/action_004736to004745.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_0/frame_000010.png,G1edu-u3_place_apple_c/images/ep_0/frame_000020.png,G1edu-u3_place_apple_c/actions/ep_0/action_000010to000019.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_11/frame_001920.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_11/frame_001930.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_11/action_001920to001929.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_7/frame_001671.png,G1edu-u3_put_the_cup_b/images/ep_7/frame_001681.png,G1edu-u3_put_the_cup_b/actions/ep_7/action_001671to001680.npy
