dataset,task_id,episode_id,perspective,robot_type,src_img,tgt_img,action
task_446,446,687380,1st,a2d,task_446/images/ep_687380/frame_001125.png,task_446/images/ep_687380/frame_001170.png,task_446/actions/ep_687380/action_001125to001169.npy
task_573,573,795211,1st,a2d,task_573/images/ep_795211/frame_000360.png,task_573/images/ep_795211/frame_000405.png,task_573/actions/ep_795211/action_000360to000404.npy
task_719,719,870377,1st,a2d,task_719/images/ep_870377/frame_000045.png,task_719/images/ep_870377/frame_000090.png,task_719/actions/ep_870377/action_000045to000089.npy
task_573,573,794784,1st,a2d,task_573/images/ep_794784/frame_001125.png,task_573/images/ep_794784/frame_001170.png,task_573/actions/ep_794784/action_001125to001169.npy
task_573,573,795785,1st,a2d,task_573/images/ep_795785/frame_000270.png,task_573/images/ep_795785/frame_000315.png,task_573/actions/ep_795785/action_000270to000314.npy
task_582,582,802676,1st,a2d,task_582/images/ep_802676/frame_000045.png,task_582/images/ep_802676/frame_000090.png,task_582/actions/ep_802676/action_000045to000089.npy
task_587,587,803931,1st,a2d,task_587/images/ep_803931/frame_000450.png,task_587/images/ep_803931/frame_000495.png,task_587/actions/ep_803931/action_000450to000494.npy
task_587,587,803052,1st,a2d,task_587/images/ep_803052/frame_000585.png,task_587/images/ep_803052/frame_000630.png,task_587/actions/ep_803052/action_000585to000629.npy
task_575,575,806294,1st,a2d,task_575/images/ep_806294/frame_000675.png,task_575/images/ep_806294/frame_000720.png,task_575/actions/ep_806294/action_000675to000719.npy
task_374,374,669292,1st,a2d,task_374/images/ep_669292/frame_000045.png,task_374/images/ep_669292/frame_000090.png,task_374/actions/ep_669292/action_000045to000089.npy
task_590,590,804578,1st,a2d,task_590/images/ep_804578/frame_000990.png,task_590/images/ep_804578/frame_001035.png,task_590/actions/ep_804578/action_000990to001034.npy
task_573,573,795556,1st,a2d,task_573/images/ep_795556/frame_000225.png,task_573/images/ep_795556/frame_000270.png,task_573/actions/ep_795556/action_000225to000269.npy
task_388,388,691105,1st,a2d,task_388/images/ep_691105/frame_001530.png,task_388/images/ep_691105/frame_001575.png,task_388/actions/ep_691105/action_001530to001574.npy
task_619,619,839727,1st,a2d,task_619/images/ep_839727/frame_000360.png,task_619/images/ep_839727/frame_000405.png,task_619/actions/ep_839727/action_000360to000404.npy
task_590,590,802918,1st,a2d,task_590/images/ep_802918/frame_000000.png,task_590/images/ep_802918/frame_000045.png,task_590/actions/ep_802918/action_000000to000044.npy
task_584,584,812974,1st,a2d,task_584/images/ep_812974/frame_000540.png,task_584/images/ep_812974/frame_000585.png,task_584/actions/ep_812974/action_000540to000584.npy
task_593,593,805648,1st,a2d,task_593/images/ep_805648/frame_000135.png,task_593/images/ep_805648/frame_000180.png,task_593/actions/ep_805648/action_000135to000179.npy
task_584,584,853596,1st,a2d,task_584/images/ep_853596/frame_000000.png,task_584/images/ep_853596/frame_000045.png,task_584/actions/ep_853596/action_000000to000044.npy
task_590,590,802718,1st,a2d,task_590/images/ep_802718/frame_001080.png,task_590/images/ep_802718/frame_001125.png,task_590/actions/ep_802718/action_001080to001124.npy
task_388,388,691170,1st,a2d,task_388/images/ep_691170/frame_001215.png,task_388/images/ep_691170/frame_001260.png,task_388/actions/ep_691170/action_001215to001259.npy
task_446,446,687559,1st,a2d,task_446/images/ep_687559/frame_000630.png,task_446/images/ep_687559/frame_000675.png,task_446/actions/ep_687559/action_000630to000674.npy
task_719,719,874256,1st,a2d,task_719/images/ep_874256/frame_000225.png,task_719/images/ep_874256/frame_000270.png,task_719/actions/ep_874256/action_000225to000269.npy
task_717,717,873989,1st,a2d,task_717/images/ep_873989/frame_000810.png,task_717/images/ep_873989/frame_000855.png,task_717/actions/ep_873989/action_000810to000854.npy
task_587,587,804259,1st,a2d,task_587/images/ep_804259/frame_000225.png,task_587/images/ep_804259/frame_000270.png,task_587/actions/ep_804259/action_000225to000269.npy
task_619,619,839495,1st,a2d,task_619/images/ep_839495/frame_000405.png,task_619/images/ep_839495/frame_000450.png,task_619/actions/ep_839495/action_000405to000449.npy
task_587,587,805130,1st,a2d,task_587/images/ep_805130/frame_000225.png,task_587/images/ep_805130/frame_000270.png,task_587/actions/ep_805130/action_000225to000269.npy
task_388,388,696617,1st,a2d,task_388/images/ep_696617/frame_000270.png,task_388/images/ep_696617/frame_000315.png,task_388/actions/ep_696617/action_000270to000314.npy
task_584,584,853610,1st,a2d,task_584/images/ep_853610/frame_000225.png,task_584/images/ep_853610/frame_000270.png,task_584/actions/ep_853610/action_000225to000269.npy
task_785,785,916009,1st,a2d,task_785/images/ep_916009/frame_002610.png,task_785/images/ep_916009/frame_002655.png,task_785/actions/ep_916009/action_002610to002654.npy
task_619,619,839786,1st,a2d,task_619/images/ep_839786/frame_000495.png,task_619/images/ep_839786/frame_000540.png,task_619/actions/ep_839786/action_000495to000539.npy
task_619,619,839767,1st,a2d,task_619/images/ep_839767/frame_000405.png,task_619/images/ep_839767/frame_000450.png,task_619/actions/ep_839767/action_000405to000449.npy
task_388,388,691460,1st,a2d,task_388/images/ep_691460/frame_001035.png,task_388/images/ep_691460/frame_001080.png,task_388/actions/ep_691460/action_001035to001079.npy
task_573,573,795628,1st,a2d,task_573/images/ep_795628/frame_000315.png,task_573/images/ep_795628/frame_000360.png,task_573/actions/ep_795628/action_000315to000359.npy
task_584,584,837328,1st,a2d,task_584/images/ep_837328/frame_000630.png,task_584/images/ep_837328/frame_000675.png,task_584/actions/ep_837328/action_000630to000674.npy
task_388,388,691947,1st,a2d,task_388/images/ep_691947/frame_000225.png,task_388/images/ep_691947/frame_000270.png,task_388/actions/ep_691947/action_000225to000269.npy
task_573,573,795673,1st,a2d,task_573/images/ep_795673/frame_000000.png,task_573/images/ep_795673/frame_000045.png,task_573/actions/ep_795673/action_000000to000044.npy
task_542,542,771190,1st,a2d,task_542/images/ep_771190/frame_001350.png,task_542/images/ep_771190/frame_001395.png,task_542/actions/ep_771190/action_001350to001394.npy
task_374,374,649060,1st,a2d,task_374/images/ep_649060/frame_000000.png,task_374/images/ep_649060/frame_000045.png,task_374/actions/ep_649060/action_000000to000044.npy
task_717,717,921178,1st,a2d,task_717/images/ep_921178/frame_000090.png,task_717/images/ep_921178/frame_000135.png,task_717/actions/ep_921178/action_000090to000134.npy
task_429,429,684603,1st,a2d,task_429/images/ep_684603/frame_000990.png,task_429/images/ep_684603/frame_001035.png,task_429/actions/ep_684603/action_000990to001034.npy
task_593,593,805548,1st,a2d,task_593/images/ep_805548/frame_000000.png,task_593/images/ep_805548/frame_000045.png,task_593/actions/ep_805548/action_000000to000044.npy
task_446,446,690889,1st,a2d,task_446/images/ep_690889/frame_000990.png,task_446/images/ep_690889/frame_001035.png,task_446/actions/ep_690889/action_000990to001034.npy
task_584,584,853170,1st,a2d,task_584/images/ep_853170/frame_000360.png,task_584/images/ep_853170/frame_000405.png,task_584/actions/ep_853170/action_000360to000404.npy
task_374,374,668535,1st,a2d,task_374/images/ep_668535/frame_000090.png,task_374/images/ep_668535/frame_000135.png,task_374/actions/ep_668535/action_000090to000134.npy
task_584,584,835128,1st,a2d,task_584/images/ep_835128/frame_000855.png,task_584/images/ep_835128/frame_000900.png,task_584/actions/ep_835128/action_000855to000899.npy
task_619,619,839559,1st,a2d,task_619/images/ep_839559/frame_000720.png,task_619/images/ep_839559/frame_000765.png,task_619/actions/ep_839559/action_000720to000764.npy
task_575,575,806170,1st,a2d,task_575/images/ep_806170/frame_000405.png,task_575/images/ep_806170/frame_000450.png,task_575/actions/ep_806170/action_000405to000449.npy
task_734,734,885957,1st,a2d,task_734/images/ep_885957/frame_000225.png,task_734/images/ep_885957/frame_000270.png,task_734/actions/ep_885957/action_000225to000269.npy
task_374,374,648635,1st,a2d,task_374/images/ep_648635/frame_000450.png,task_374/images/ep_648635/frame_000495.png,task_374/actions/ep_648635/action_000450to000494.npy
task_587,587,803278,1st,a2d,task_587/images/ep_803278/frame_001260.png,task_587/images/ep_803278/frame_001305.png,task_587/actions/ep_803278/action_001260to001304.npy
task_604,604,853863,1st,a2d,task_604/images/ep_853863/frame_002160.png,task_604/images/ep_853863/frame_002205.png,task_604/actions/ep_853863/action_002160to002204.npy
task_584,584,831494,1st,a2d,task_584/images/ep_831494/frame_002250.png,task_584/images/ep_831494/frame_002295.png,task_584/actions/ep_831494/action_002250to002294.npy
task_584,584,852439,1st,a2d,task_584/images/ep_852439/frame_001035.png,task_584/images/ep_852439/frame_001080.png,task_584/actions/ep_852439/action_001035to001079.npy
task_719,719,876829,1st,a2d,task_719/images/ep_876829/frame_000450.png,task_719/images/ep_876829/frame_000495.png,task_719/actions/ep_876829/action_000450to000494.npy
task_734,734,882254,1st,a2d,task_734/images/ep_882254/frame_000135.png,task_734/images/ep_882254/frame_000180.png,task_734/actions/ep_882254/action_000135to000179.npy
task_717,717,873166,1st,a2d,task_717/images/ep_873166/frame_000495.png,task_717/images/ep_873166/frame_000540.png,task_717/actions/ep_873166/action_000495to000539.npy
task_542,542,923292,1st,a2d,task_542/images/ep_923292/frame_001485.png,task_542/images/ep_923292/frame_001530.png,task_542/actions/ep_923292/action_001485to001529.npy
task_374,374,648995,1st,a2d,task_374/images/ep_648995/frame_000540.png,task_374/images/ep_648995/frame_000585.png,task_374/actions/ep_648995/action_000540to000584.npy
task_719,719,874336,1st,a2d,task_719/images/ep_874336/frame_000045.png,task_719/images/ep_874336/frame_000090.png,task_719/actions/ep_874336/action_000045to000089.npy
task_542,542,770554,1st,a2d,task_542/images/ep_770554/frame_000990.png,task_542/images/ep_770554/frame_001035.png,task_542/actions/ep_770554/action_000990to001034.npy
task_717,717,873236,1st,a2d,task_717/images/ep_873236/frame_000090.png,task_717/images/ep_873236/frame_000135.png,task_717/actions/ep_873236/action_000090to000134.npy
task_374,374,655843,1st,a2d,task_374/images/ep_655843/frame_000000.png,task_374/images/ep_655843/frame_000045.png,task_374/actions/ep_655843/action_000000to000044.npy
task_717,717,873989,1st,a2d,task_717/images/ep_873989/frame_000090.png,task_717/images/ep_873989/frame_000135.png,task_717/actions/ep_873989/action_000090to000134.npy
task_590,590,805489,1st,a2d,task_590/images/ep_805489/frame_000990.png,task_590/images/ep_805489/frame_001035.png,task_590/actions/ep_805489/action_000990to001034.npy
task_590,590,805348,1st,a2d,task_590/images/ep_805348/frame_000945.png,task_590/images/ep_805348/frame_000990.png,task_590/actions/ep_805348/action_000945to000989.npy
task_785,785,922076,1st,a2d,task_785/images/ep_922076/frame_000360.png,task_785/images/ep_922076/frame_000405.png,task_785/actions/ep_922076/action_000360to000404.npy
task_587,587,805639,1st,a2d,task_587/images/ep_805639/frame_000090.png,task_587/images/ep_805639/frame_000135.png,task_587/actions/ep_805639/action_000090to000134.npy
task_567,567,797768,1st,a2d,task_567/images/ep_797768/frame_000225.png,task_567/images/ep_797768/frame_000270.png,task_567/actions/ep_797768/action_000225to000269.npy
task_587,587,805277,1st,a2d,task_587/images/ep_805277/frame_000450.png,task_587/images/ep_805277/frame_000495.png,task_587/actions/ep_805277/action_000450to000494.npy
task_785,785,914945,1st,a2d,task_785/images/ep_914945/frame_001395.png,task_785/images/ep_914945/frame_001440.png,task_785/actions/ep_914945/action_001395to001439.npy
task_785,785,922731,1st,a2d,task_785/images/ep_922731/frame_001620.png,task_785/images/ep_922731/frame_001665.png,task_785/actions/ep_922731/action_001620to001664.npy
task_584,584,853218,1st,a2d,task_584/images/ep_853218/frame_001125.png,task_584/images/ep_853218/frame_001170.png,task_584/actions/ep_853218/action_001125to001169.npy
task_587,587,803677,1st,a2d,task_587/images/ep_803677/frame_000855.png,task_587/images/ep_803677/frame_000900.png,task_587/actions/ep_803677/action_000855to000899.npy
task_388,388,690998,1st,a2d,task_388/images/ep_690998/frame_000765.png,task_388/images/ep_690998/frame_000810.png,task_388/actions/ep_690998/action_000765to000809.npy
task_719,719,871199,1st,a2d,task_719/images/ep_871199/frame_000090.png,task_719/images/ep_871199/frame_000135.png,task_719/actions/ep_871199/action_000090to000134.npy
task_619,619,839814,1st,a2d,task_619/images/ep_839814/frame_000045.png,task_619/images/ep_839814/frame_000090.png,task_619/actions/ep_839814/action_000045to000089.npy
task_388,388,690702,1st,a2d,task_388/images/ep_690702/frame_001080.png,task_388/images/ep_690702/frame_001125.png,task_388/actions/ep_690702/action_001080to001124.npy
task_542,542,778336,1st,a2d,task_542/images/ep_778336/frame_000180.png,task_542/images/ep_778336/frame_000225.png,task_542/actions/ep_778336/action_000180to000224.npy
task_587,587,804562,1st,a2d,task_587/images/ep_804562/frame_000450.png,task_587/images/ep_804562/frame_000495.png,task_587/actions/ep_804562/action_000450to000494.npy
task_584,584,820370,1st,a2d,task_584/images/ep_820370/frame_000630.png,task_584/images/ep_820370/frame_000675.png,task_584/actions/ep_820370/action_000630to000674.npy
task_573,573,795029,1st,a2d,task_573/images/ep_795029/frame_000675.png,task_573/images/ep_795029/frame_000720.png,task_573/actions/ep_795029/action_000675to000719.npy
task_587,587,804070,1st,a2d,task_587/images/ep_804070/frame_001305.png,task_587/images/ep_804070/frame_001350.png,task_587/actions/ep_804070/action_001305to001349.npy
task_587,587,803622,1st,a2d,task_587/images/ep_803622/frame_000000.png,task_587/images/ep_803622/frame_000045.png,task_587/actions/ep_803622/action_000000to000044.npy
task_590,590,802660,1st,a2d,task_590/images/ep_802660/frame_000270.png,task_590/images/ep_802660/frame_000315.png,task_590/actions/ep_802660/action_000270to000314.npy
task_604,604,853916,1st,a2d,task_604/images/ep_853916/frame_001845.png,task_604/images/ep_853916/frame_001890.png,task_604/actions/ep_853916/action_001845to001889.npy
task_719,719,874329,1st,a2d,task_719/images/ep_874329/frame_000135.png,task_719/images/ep_874329/frame_000180.png,task_719/actions/ep_874329/action_000135to000179.npy
task_785,785,914945,1st,a2d,task_785/images/ep_914945/frame_002025.png,task_785/images/ep_914945/frame_002070.png,task_785/actions/ep_914945/action_002025to002069.npy
task_785,785,919444,1st,a2d,task_785/images/ep_919444/frame_000675.png,task_785/images/ep_919444/frame_000720.png,task_785/actions/ep_919444/action_000675to000719.npy
task_619,619,839432,1st,a2d,task_619/images/ep_839432/frame_000585.png,task_619/images/ep_839432/frame_000630.png,task_619/actions/ep_839432/action_000585to000629.npy
task_573,573,795768,1st,a2d,task_573/images/ep_795768/frame_001350.png,task_573/images/ep_795768/frame_001395.png,task_573/actions/ep_795768/action_001350to001394.npy
task_388,388,691928,1st,a2d,task_388/images/ep_691928/frame_000945.png,task_388/images/ep_691928/frame_000990.png,task_388/actions/ep_691928/action_000945to000989.npy
task_567,567,798334,1st,a2d,task_567/images/ep_798334/frame_000405.png,task_567/images/ep_798334/frame_000450.png,task_567/actions/ep_798334/action_000405to000449.npy
task_575,575,808332,1st,a2d,task_575/images/ep_808332/frame_000225.png,task_575/images/ep_808332/frame_000270.png,task_575/actions/ep_808332/action_000225to000269.npy
task_590,590,803023,1st,a2d,task_590/images/ep_803023/frame_000675.png,task_590/images/ep_803023/frame_000720.png,task_590/actions/ep_803023/action_000675to000719.npy
task_446,446,690861,1st,a2d,task_446/images/ep_690861/frame_000180.png,task_446/images/ep_690861/frame_000225.png,task_446/actions/ep_690861/action_000180to000224.npy
task_573,573,795562,1st,a2d,task_573/images/ep_795562/frame_000540.png,task_573/images/ep_795562/frame_000585.png,task_573/actions/ep_795562/action_000540to000584.npy
task_717,717,873530,1st,a2d,task_717/images/ep_873530/frame_000585.png,task_717/images/ep_873530/frame_000630.png,task_717/actions/ep_873530/action_000585to000629.npy
task_582,582,803914,1st,a2d,task_582/images/ep_803914/frame_000585.png,task_582/images/ep_803914/frame_000630.png,task_582/actions/ep_803914/action_000585to000629.npy
task_590,590,803935,1st,a2d,task_590/images/ep_803935/frame_001035.png,task_590/images/ep_803935/frame_001080.png,task_590/actions/ep_803935/action_001035to001079.npy
task_785,785,915160,1st,a2d,task_785/images/ep_915160/frame_002025.png,task_785/images/ep_915160/frame_002070.png,task_785/actions/ep_915160/action_002025to002069.npy
task_734,734,887088,1st,a2d,task_734/images/ep_887088/frame_000135.png,task_734/images/ep_887088/frame_000180.png,task_734/actions/ep_887088/action_000135to000179.npy
task_593,593,805729,1st,a2d,task_593/images/ep_805729/frame_000855.png,task_593/images/ep_805729/frame_000900.png,task_593/actions/ep_805729/action_000855to000899.npy
task_542,542,776587,1st,a2d,task_542/images/ep_776587/frame_000000.png,task_542/images/ep_776587/frame_000045.png,task_542/actions/ep_776587/action_000000to000044.npy
task_717,717,872469,1st,a2d,task_717/images/ep_872469/frame_000315.png,task_717/images/ep_872469/frame_000360.png,task_717/actions/ep_872469/action_000315to000359.npy
task_446,446,691229,1st,a2d,task_446/images/ep_691229/frame_001080.png,task_446/images/ep_691229/frame_001125.png,task_446/actions/ep_691229/action_001080to001124.npy
task_604,604,853916,1st,a2d,task_604/images/ep_853916/frame_001440.png,task_604/images/ep_853916/frame_001485.png,task_604/actions/ep_853916/action_001440to001484.npy
task_573,573,794902,1st,a2d,task_573/images/ep_794902/frame_000855.png,task_573/images/ep_794902/frame_000900.png,task_573/actions/ep_794902/action_000855to000899.npy
task_374,374,649346,1st,a2d,task_374/images/ep_649346/frame_000405.png,task_374/images/ep_649346/frame_000450.png,task_374/actions/ep_649346/action_000405to000449.npy
task_429,429,690802,1st,a2d,task_429/images/ep_690802/frame_000585.png,task_429/images/ep_690802/frame_000630.png,task_429/actions/ep_690802/action_000585to000629.npy
task_446,446,690901,1st,a2d,task_446/images/ep_690901/frame_000675.png,task_446/images/ep_690901/frame_000720.png,task_446/actions/ep_690901/action_000675to000719.npy
task_719,719,874232,1st,a2d,task_719/images/ep_874232/frame_000270.png,task_719/images/ep_874232/frame_000315.png,task_719/actions/ep_874232/action_000270to000314.npy
task_542,542,778385,1st,a2d,task_542/images/ep_778385/frame_000675.png,task_542/images/ep_778385/frame_000720.png,task_542/actions/ep_778385/action_000675to000719.npy
task_619,619,840149,1st,a2d,task_619/images/ep_840149/frame_000270.png,task_619/images/ep_840149/frame_000315.png,task_619/actions/ep_840149/action_000270to000314.npy
task_719,719,921858,1st,a2d,task_719/images/ep_921858/frame_000405.png,task_719/images/ep_921858/frame_000450.png,task_719/actions/ep_921858/action_000405to000449.npy
task_584,584,807732,1st,a2d,task_584/images/ep_807732/frame_000675.png,task_584/images/ep_807732/frame_000720.png,task_584/actions/ep_807732/action_000675to000719.npy
task_619,619,839507,1st,a2d,task_619/images/ep_839507/frame_000405.png,task_619/images/ep_839507/frame_000450.png,task_619/actions/ep_839507/action_000405to000449.npy
task_542,542,770696,1st,a2d,task_542/images/ep_770696/frame_001620.png,task_542/images/ep_770696/frame_001665.png,task_542/actions/ep_770696/action_001620to001664.npy
task_785,785,919553,1st,a2d,task_785/images/ep_919553/frame_003870.png,task_785/images/ep_919553/frame_003915.png,task_785/actions/ep_919553/action_003870to003914.npy
task_582,582,803433,1st,a2d,task_582/images/ep_803433/frame_000090.png,task_582/images/ep_803433/frame_000135.png,task_582/actions/ep_803433/action_000090to000134.npy
task_429,429,689579,1st,a2d,task_429/images/ep_689579/frame_000540.png,task_429/images/ep_689579/frame_000585.png,task_429/actions/ep_689579/action_000540to000584.npy
task_719,719,927695,1st,a2d,task_719/images/ep_927695/frame_000405.png,task_719/images/ep_927695/frame_000450.png,task_719/actions/ep_927695/action_000405to000449.npy
task_734,734,886540,1st,a2d,task_734/images/ep_886540/frame_000000.png,task_734/images/ep_886540/frame_000045.png,task_734/actions/ep_886540/action_000000to000044.npy
task_446,446,691038,1st,a2d,task_446/images/ep_691038/frame_000000.png,task_446/images/ep_691038/frame_000045.png,task_446/actions/ep_691038/action_000000to000044.npy
task_584,584,835189,1st,a2d,task_584/images/ep_835189/frame_001035.png,task_584/images/ep_835189/frame_001080.png,task_584/actions/ep_835189/action_001035to001079.npy
task_374,374,649158,1st,a2d,task_374/images/ep_649158/frame_000225.png,task_374/images/ep_649158/frame_000270.png,task_374/actions/ep_649158/action_000225to000269.npy
task_590,590,804797,1st,a2d,task_590/images/ep_804797/frame_000900.png,task_590/images/ep_804797/frame_000945.png,task_590/actions/ep_804797/action_000900to000944.npy
task_584,584,852574,1st,a2d,task_584/images/ep_852574/frame_000945.png,task_584/images/ep_852574/frame_000990.png,task_584/actions/ep_852574/action_000945to000989.npy
task_575,575,808292,1st,a2d,task_575/images/ep_808292/frame_000135.png,task_575/images/ep_808292/frame_000180.png,task_575/actions/ep_808292/action_000135to000179.npy
task_584,584,807732,1st,a2d,task_584/images/ep_807732/frame_001980.png,task_584/images/ep_807732/frame_002025.png,task_584/actions/ep_807732/action_001980to002024.npy
task_619,619,839968,1st,a2d,task_619/images/ep_839968/frame_000000.png,task_619/images/ep_839968/frame_000045.png,task_619/actions/ep_839968/action_000000to000044.npy
task_446,446,690730,1st,a2d,task_446/images/ep_690730/frame_000810.png,task_446/images/ep_690730/frame_000855.png,task_446/actions/ep_690730/action_000810to000854.npy
task_717,717,921964,1st,a2d,task_717/images/ep_921964/frame_000360.png,task_717/images/ep_921964/frame_000405.png,task_717/actions/ep_921964/action_000360to000404.npy
task_567,567,797051,1st,a2d,task_567/images/ep_797051/frame_000630.png,task_567/images/ep_797051/frame_000675.png,task_567/actions/ep_797051/action_000630to000674.npy
task_719,719,921180,1st,a2d,task_719/images/ep_921180/frame_000225.png,task_719/images/ep_921180/frame_000270.png,task_719/actions/ep_921180/action_000225to000269.npy
task_619,619,839819,1st,a2d,task_619/images/ep_839819/frame_000000.png,task_619/images/ep_839819/frame_000045.png,task_619/actions/ep_839819/action_000000to000044.npy
task_785,785,915287,1st,a2d,task_785/images/ep_915287/frame_001485.png,task_785/images/ep_915287/frame_001530.png,task_785/actions/ep_915287/action_001485to001529.npy
task_584,584,852574,1st,a2d,task_584/images/ep_852574/frame_000900.png,task_584/images/ep_852574/frame_000945.png,task_584/actions/ep_852574/action_000900to000944.npy
task_593,593,804352,1st,a2d,task_593/images/ep_804352/frame_000000.png,task_593/images/ep_804352/frame_000045.png,task_593/actions/ep_804352/action_000000to000044.npy
task_717,717,874060,1st,a2d,task_717/images/ep_874060/frame_000765.png,task_717/images/ep_874060/frame_000810.png,task_717/actions/ep_874060/action_000765to000809.npy
task_567,567,796917,1st,a2d,task_567/images/ep_796917/frame_000495.png,task_567/images/ep_796917/frame_000540.png,task_567/actions/ep_796917/action_000495to000539.npy
task_590,590,805210,1st,a2d,task_590/images/ep_805210/frame_000765.png,task_590/images/ep_805210/frame_000810.png,task_590/actions/ep_805210/action_000765to000809.npy
task_604,604,853863,1st,a2d,task_604/images/ep_853863/frame_000225.png,task_604/images/ep_853863/frame_000270.png,task_604/actions/ep_853863/action_000225to000269.npy
task_388,388,685731,1st,a2d,task_388/images/ep_685731/frame_000585.png,task_388/images/ep_685731/frame_000630.png,task_388/actions/ep_685731/action_000585to000629.npy
task_584,584,826189,1st,a2d,task_584/images/ep_826189/frame_001485.png,task_584/images/ep_826189/frame_001530.png,task_584/actions/ep_826189/action_001485to001529.npy
task_719,719,921180,1st,a2d,task_719/images/ep_921180/frame_000315.png,task_719/images/ep_921180/frame_000360.png,task_719/actions/ep_921180/action_000315to000359.npy
task_587,587,804602,1st,a2d,task_587/images/ep_804602/frame_000540.png,task_587/images/ep_804602/frame_000585.png,task_587/actions/ep_804602/action_000540to000584.npy
task_587,587,805100,1st,a2d,task_587/images/ep_805100/frame_000225.png,task_587/images/ep_805100/frame_000270.png,task_587/actions/ep_805100/action_000225to000269.npy
task_593,593,804004,1st,a2d,task_593/images/ep_804004/frame_000675.png,task_593/images/ep_804004/frame_000720.png,task_593/actions/ep_804004/action_000675to000719.npy
task_567,567,797653,1st,a2d,task_567/images/ep_797653/frame_000630.png,task_567/images/ep_797653/frame_000675.png,task_567/actions/ep_797653/action_000630to000674.npy
task_429,429,690680,1st,a2d,task_429/images/ep_690680/frame_000765.png,task_429/images/ep_690680/frame_000810.png,task_429/actions/ep_690680/action_000765to000809.npy
task_593,593,803514,1st,a2d,task_593/images/ep_803514/frame_000585.png,task_593/images/ep_803514/frame_000630.png,task_593/actions/ep_803514/action_000585to000629.npy
task_446,446,691173,1st,a2d,task_446/images/ep_691173/frame_000630.png,task_446/images/ep_691173/frame_000675.png,task_446/actions/ep_691173/action_000630to000674.npy
task_719,719,876762,1st,a2d,task_719/images/ep_876762/frame_000045.png,task_719/images/ep_876762/frame_000090.png,task_719/actions/ep_876762/action_000045to000089.npy
task_388,388,691706,1st,a2d,task_388/images/ep_691706/frame_000990.png,task_388/images/ep_691706/frame_001035.png,task_388/actions/ep_691706/action_000990to001034.npy
task_590,590,803050,1st,a2d,task_590/images/ep_803050/frame_000135.png,task_590/images/ep_803050/frame_000180.png,task_590/actions/ep_803050/action_000135to000179.npy
task_785,785,919126,1st,a2d,task_785/images/ep_919126/frame_001935.png,task_785/images/ep_919126/frame_001980.png,task_785/actions/ep_919126/action_001935to001979.npy
task_582,582,802333,1st,a2d,task_582/images/ep_802333/frame_000315.png,task_582/images/ep_802333/frame_000360.png,task_582/actions/ep_802333/action_000315to000359.npy
task_604,604,853863,1st,a2d,task_604/images/ep_853863/frame_002385.png,task_604/images/ep_853863/frame_002430.png,task_604/actions/ep_853863/action_002385to002429.npy
task_446,446,690862,1st,a2d,task_446/images/ep_690862/frame_001575.png,task_446/images/ep_690862/frame_001620.png,task_446/actions/ep_690862/action_001575to001619.npy
task_429,429,684472,1st,a2d,task_429/images/ep_684472/frame_000630.png,task_429/images/ep_684472/frame_000675.png,task_429/actions/ep_684472/action_000630to000674.npy
task_717,717,921739,1st,a2d,task_717/images/ep_921739/frame_000630.png,task_717/images/ep_921739/frame_000675.png,task_717/actions/ep_921739/action_000630to000674.npy
task_573,573,794585,1st,a2d,task_573/images/ep_794585/frame_000090.png,task_573/images/ep_794585/frame_000135.png,task_573/actions/ep_794585/action_000090to000134.npy
task_785,785,925618,1st,a2d,task_785/images/ep_925618/frame_000630.png,task_785/images/ep_925618/frame_000675.png,task_785/actions/ep_925618/action_000630to000674.npy
task_593,593,805406,1st,a2d,task_593/images/ep_805406/frame_000270.png,task_593/images/ep_805406/frame_000315.png,task_593/actions/ep_805406/action_000270to000314.npy
task_785,785,915751,1st,a2d,task_785/images/ep_915751/frame_002520.png,task_785/images/ep_915751/frame_002565.png,task_785/actions/ep_915751/action_002520to002564.npy
task_542,542,776837,1st,a2d,task_542/images/ep_776837/frame_000450.png,task_542/images/ep_776837/frame_000495.png,task_542/actions/ep_776837/action_000450to000494.npy
task_374,374,648995,1st,a2d,task_374/images/ep_648995/frame_000405.png,task_374/images/ep_648995/frame_000450.png,task_374/actions/ep_648995/action_000405to000449.npy
task_374,374,648579,1st,a2d,task_374/images/ep_648579/frame_000135.png,task_374/images/ep_648579/frame_000180.png,task_374/actions/ep_648579/action_000135to000179.npy
task_542,542,927619,1st,a2d,task_542/images/ep_927619/frame_000675.png,task_542/images/ep_927619/frame_000720.png,task_542/actions/ep_927619/action_000675to000719.npy
task_388,388,691160,1st,a2d,task_388/images/ep_691160/frame_000135.png,task_388/images/ep_691160/frame_000180.png,task_388/actions/ep_691160/action_000135to000179.npy
task_734,734,887688,1st,a2d,task_734/images/ep_887688/frame_000135.png,task_734/images/ep_887688/frame_000180.png,task_734/actions/ep_887688/action_000135to000179.npy
task_582,582,804948,1st,a2d,task_582/images/ep_804948/frame_000450.png,task_582/images/ep_804948/frame_000495.png,task_582/actions/ep_804948/action_000450to000494.npy
task_446,446,687500,1st,a2d,task_446/images/ep_687500/frame_001125.png,task_446/images/ep_687500/frame_001170.png,task_446/actions/ep_687500/action_001125to001169.npy
task_388,388,690989,1st,a2d,task_388/images/ep_690989/frame_001530.png,task_388/images/ep_690989/frame_001575.png,task_388/actions/ep_690989/action_001530to001574.npy
